loan_no,loan_date,default,balance,DSCR,campaign,interest,payment,total_income,loan_amount
637294,04/11/2021,no,523,4.301,Banking,1.375,3182.73,27381,152771
637461,03/07/2021,no,1155,4.638,Digital,8.060131718,5113.31,47428,184079
637474,07/07/2021,yes,-8019,2.611,Banking,2.550449247,6803.36,35525,122460
637515,04/07/2021,no,-110,2.537,Digital,5.095829142,3342.02,16956,120312
637648,28/05/2021,no,1386,2.041,Banking,4.982305044,4115.23,16795,74074
637850,05/06/2021,no,-661,3.504,Banking,10.5,3810.4,26705,182899
637924,24/07/2021,yes,62,2.73,Banking,14.14128336,751.96,4105,13535
638061,29/05/2021,no,738,2.609,Digital,10.33180428,3977.82,20755,143201
638327,04/02/2021,no,2281,3.088,Banking,15,6165.12,38076,295925
638349,05/06/2021,no,227,1.892,Banking,7.294635533,8605.2,32565,154893
638365,18/06/2021,no,0,4.783,Digital,6.776831172,1491.76,14269,53703
638797,30/05/2021,no,1405,6.313,Digital,2.25,1390.64,17557,66750
638846,12/05/2021,no,492,2.42,Banking,11.69987496,349.14,1690,6284
639010,04/07/2021,no,1080,3.225,?,1.8,5242.87,33818,251657
639021,23/07/2021,no,-157,4.715,Digital,4.805718338,2227.29,21003,80182
639158,13/05/2021,no,8,4.453,Digital,2.71,2849.96,25381,136798
639383,17/04/2021,no,2018,31.959,Digital,2.085,164.68,10526,7904
639569,19/11/2021,no,2390,2.442,Digital,10,5754.36,28103,276209
639748,04/02/2021,yes,23,10.323,Digital,10.5,572.74,11825,27491
639771,30/05/2021,no,-350,4.069,Digital,7,2507.61,20409,120365
639783,25/07/2021,no,276,11.514,Banking,9.25,522.62,12035,25085
639787,08/07/2021,no,49,3.887,Banking,3,3639.04,28290,174673
639833,10/07/2021,no,-266,2.575,Banking,8.28445299,4890.24,25188,88024
639849,22/07/2021,no,194,3.286,Digital,1.54,4870.51,32010,233784
639861,21/08/2021,no,-970,2.145,Banking,9.223925903,1596.27,6848,28732
639977,16/07/2021,no,496,19.119,Digital,2,294.68,11268,14144
639986,06/05/2021,no,25204,4.995,Digital,1.34,1916.54,19146,91993
640242,17/11/2021,no,751,2.855,Digital,2.3,4762.11,27196,228581
640246,21/07/2021,no,2105,2.495,Digital,7.054209749,7137.36,35609,256944
640295,28/08/2021,no,292,4.229,Digital,11.25,1927.47,16303,92518
640527,20/04/2021,no,289,1.751,Digital,5.929053707,3729.47,13057,134260
640530,14/05/2021,no,-27,4.306,Banking,9.232061256,6667.65,57419,120017
640745,19/05/2021,no,20,1.573,Digital,6.385978929,6299.43,19822,226779
641131,04/02/2021,no,0,3.644,Banking,2.26,4363.59,31800,209452
641215,15/05/2021,no,205,3.343,Banking,11,4447.9,29740,213499
641232,20/11/2021,no,769,2.788,Banking,6.378377332,724.23,4039,13036
641367,15/05/2021,no,276,8.791,Digital,10.125,726.88,12780,34890
641568,10/07/2021,no,8,27.148,Digital,5,196.81,10686,9446
641809,05/02/2021,no,-91,8.343,Banking,4.04,856.06,14284,41090
641887,06/05/2021,no,195,2.531,Digital,4.46,5346.07,27065,256611
642087,02/02/2021,no,4,5.707,Banking,1.75,1393.94,15911,66909
642120,27/05/2021,no,501,11.068,Digital,9,529.96,11731,25438
642457,01/04/2021,no,398,6.034,?,2.5,1143.23,13797,54875
642491,13/05/2021,no,0,4.401,Digital,9.497168243,1150.38,10126,41413
642560,22/07/2021,no,136,6.495,Digital,1.8,1184.05,15380,56834
642723,14/07/2021,no,2291,7.263,Digital,1.8,928.1,13482,44548
643198,05/05/2021,no,0,3.602,Banking,1.8,4436.72,31962,212962
643338,31/07/2021,no,340,5.274,Digital,1.8,1748.01,18439,83904
643390,11/08/2021,no,-209,3.25,Digital,2.125,7658.9,49788,367627
643446,29/07/2021,no,91,4.427,Digital,5,3148.26,27876,151116
643491,20/11/2021,no,1337,3.967,Banking,10.27826693,6184.81,49065,111326
643504,21/07/2021,no,94,4.922,Digital,5.989451761,1449.76,14272,52191
643759,02/04/2021,no,0,3.726,Banking,10.13815709,1711.8,12755,30812
643778,06/05/2021,no,0,4.537,Digital,1.415,2771.88,25154,133050
643895,19/11/2021,no,1101,5.94,Digital,1.835,1191.4,14154,57187
643989,05/08/2021,no,813,2.99,Digital,8.25,4628.04,27679,222145
644093,14/05/2021,no,1442,13.194,Digital,0,456.87,12056,21929
644187,14/07/2021,no,0,4.174,Digital,4.625,3283.23,27408,157595
644227,20/11/2021,no,210,3.474,Digital,2.335,5325.5,37006,255624
644266,24/09/2021,no,1167,8.268,Digital,2.085,768.48,12707,36887
644318,20/04/2021,no,327,3.104,Digital,1.835,7986.5,49573,383352
644327,20/11/2021,no,2132,16.764,Digital,1.585,334.46,11214,16054
644723,23/05/2021,no,2114,3.786,Digital,1.715,3327.7,25198,159729
644758,27/08/2021,no,-34,1.983,Banking,10.86341752,1345.91,5338,24226
644907,25/07/2021,no,372,3.398,Banking,13.4328528,1251.92,8508,22534
645038,02/06/2021,no,641,3.562,Banking,1.55,4600.8,32779,220838
645242,02/02/2021,no,317,6.287,Digital,11,1159.95,14586,55677
645248,28/05/2021,no,139,3.745,Digital,9.585,3289.46,24638,157894
645279,30/06/2021,yes,0,2.925,Digital,2.175,11434.16,66896,548839
645325,25/07/2021,no,334,3.612,Banking,4.525010733,4735.14,34203,85232
645384,09/07/2021,no,1097,2.545,Banking,14.5,8132.41,41391,390355
645449,27/04/2021,no,0,5.548,Digital,9.537249069,110.67,1228,3984
645501,27/04/2021,no,55,5.76,Banking,1.585,1594.54,18368,76537
645506,14/07/2021,no,142,8.927,Digital,11,756.45,13506,36309
645671,11/06/2021,no,1273,2.336,Digital,6.864801816,4649.05,21722,167365
645854,02/06/2021,no,2610,3.307,Banking,13.21822122,2085.1,13792,37531
645892,08/05/2021,no,1483,3.278,Digital,8.108102114,4971.59,32589,178977
646149,14/08/2021,no,896,1.723,Digital,11.40817185,6214.87,21416,223735
646262,17/04/2021,no,115,2.422,Digital,6,7217.32,34956,346431
646481,21/11/2021,no,762,1.987,Banking,6.269741679,1870.83,7433,33674
646582,08/07/2021,no,-406,5.078,Banking,3.085,1794.63,18228,86142
646595,14/08/2021,no,673,3.727,Banking,1.385,3725.23,27769,178811
646648,18/11/2021,no,833,9.733,Banking,7,672.11,13083,32261
646707,06/05/2021,no,2576,4.836,Banking,9.957729342,1792.81,17339,32270
646794,06/02/2021,no,1096,6.814,Digital,1.51,1187,16177,56976
647045,27/08/2021,no,11,3.358,Banking,8.72662655,2539.89,17058,45718
647209,20/11/2021,no,-230,2.657,Digital,14.5,6337.55,33683,304202
647212,09/06/2021,no,2020,8.405,Digital,1.8,829.77,13949,39828
647297,21/11/2021,no,832,3.972,Digital,1.465,3211.08,25506,154131
647465,17/11/2021,no,1783,4.371,Digital,2.25,2486.06,21734,119330
647540,30/07/2021,no,2927,10.679,Banking,1.59,590.35,12609,28336
647668,21/11/2021,no,274,3.7,Banking,10,3766.93,27878,180812
647875,06/05/2021,no,167,2.539,Digital,13.915,8924.11,45322,428357
648081,04/02/2021,no,199,9.116,Banking,6.5,757.92,13818,36380
648094,12/08/2021,no,297,1.66,Banking,9.970959062,4295.69,14259,77322
648096,29/03/2021,no,2981,3.564,Banking,1.75,3939.76,28080,189108
648107,27/05/2021,no,6758,3.954,Digital,1.84,3109.74,24591,149267
648135,14/05/2021,no,0,3.597,Banking,1.784646492,2626.92,18896,47284
648144,04/06/2021,no,1049,3.836,Digital,11.71797509,1768.46,13568,63664
648259,18/05/2021,no,139,4.007,Digital,14,2803.23,22466,134555
648419,01/10/2021,no,1866,4.873,Digital,2.839685921,3270.94,31877,117753
648484,20/04/2021,no,5253,1.856,Digital,2.54998586,10067.93,37370,362445
648517,11/07/2021,no,-618,1.532,Banking,13.76996876,5945.19,18220,107013
648730,05/05/2021,no,2345,5.068,Digital,10,2121.69,21504,101841
648758,09/05/2021,yes,-331,3.317,Banking,15,7398.53,49086,355129
648898,18/05/2021,no,219,1.654,Banking,9.238967313,7352.89,24324,132352
648961,15/05/2021,no,366,2.222,Banking,3.954472058,1652.21,7341,29739
648989,16/05/2021,no,2133,85.832,Digital,2.59,60.1,10317,2884
649282,08/07/2021,no,197,2.797,Digital,1.84,8749.1,48942,419956
649791,19/11/2021,no,571,8.656,Digital,4.5,864.51,14967,41496
649922,13/05/2021,no,129,4.982,Banking,8.17278099,6043.87,60218,108789
650138,21/08/2021,no,1498,23.62,Digital,7,236.07,11152,11331
650212,14/01/2021,no,423,4.549,Banking,10,2181.2,19844,104697
650424,30/07/2021,no,726,24.947,Digital,1.84,219.67,10960,10544
650487,02/07/2021,no,-15,3.909,Digital,3,3488.2,27270,167433
650798,16/05/2021,no,0,5.289,Digital,1.55,1677.53,17745,80521
650883,16/04/2021,no,750,3.474,Digital,2.5,4426.02,30749,212448
650887,09/02/2021,no,1646,4.797,Digital,2.5,2419.91,23218,116155
650935,04/02/2021,no,0,4.449,Digital,9.110814846,479.47,4266,17260
650940,18/11/2021,no,107,3.855,Digital,7.163229456,1891.35,14583,68088
650942,22/07/2021,no,-379,23.337,Digital,6.5,237.22,11072,11386
651057,29/07/2021,no,2381,3.101,Digital,12,10825.58,67137,519627
651122,13/08/2021,no,231,2.085,Banking,5.082226105,2422.34,10103,43602
651323,20/04/2021,no,1265,8.695,Digital,2.05,721.1,12540,34612
651470,03/07/2021,no,938,4.413,Banking,4.415,3658.34,32290,175600
651590,19/05/2021,no,-481,3.469,Digital,1.335,3543.87,24590,170105
651592,07/07/2021,yes,-6,5.241,Digital,2.05,1521.62,15950,73037
651722,10/07/2021,no,1261,2.329,Digital,4.307501964,4755.11,22149,171183
652085,02/06/2021,no,79,10.271,Digital,2.55,637.49,13095,30599
652344,26/05/2021,no,137,8.212,?,7.5,841.6,13823,40396
652545,23/09/2021,no,0,2.995,Digital,12.5,6485.53,38848,311305
652889,24/07/2021,no,959,2.966,Digital,1.54,3720.2,22068,178569
652934,28/01/2021,no,95,4.901,Digital,6.605822884,1149.67,11269,41388
652958,15/07/2021,no,37,5.039,Banking,3,1935.03,19501,92881
652992,31/07/2021,no,2398,3.548,Digital,1.885,4777.18,33900,229304
653022,07/07/2021,no,437,2.44,Banking,7.007691757,109.41,534,1969
653211,20/11/2021,no,13204,2.329,Digital,7.69005017,352.23,1641,12680
653295,28/07/2021,no,40,3.431,Banking,1.8,6187.2,42452,296985
653321,23/07/2021,no,91,3.917,Digital,5.894679197,7186.12,56302,258700
653388,20/04/2021,no,527,2.735,Digital,8.298857284,7328.64,40086,263831
653536,18/07/2021,no,505,2.671,Digital,12.54943316,4096.81,21884,147485
653783,29/05/2021,no,2099,9.915,Digital,6.06480948,666.54,13217,31993
653960,03/07/2021,no,0,2.888,Banking,1.351939683,109.25,631,1966
654209,15/05/2021,yes,-1385,3.059,Banking,5.415,5878.48,35965,282167
654238,04/06/2021,no,543,3.956,Digital,1.835,3517.22,27825,168826
654361,15/05/2021,no,74,2.153,Banking,7.391272849,734.07,3161,13213
654510,15/05/2021,no,5315,3.591,Digital,2.05,2695.14,19358,129366
654641,08/05/2021,no,0,6.965,Digital,12.5,1128.38,15718,54162
654660,15/07/2021,no,348,9.06,Banking,13.5,732.59,13274,35164
654960,18/05/2021,no,694,4.073,Banking,1.812505569,887.27,7227,15970
655103,07/05/2021,no,396,2.539,Digital,12.32748328,5535.74,28108,199286
655147,03/06/2021,no,1780,4.222,Digital,1.885,2428.85,20507,116584
655413,19/05/2021,no,357,7.567,Digital,1.75,889.49,13462,42695
655562,22/05/2021,no,573,7.176,Digital,1.88,1125.05,16146,54002
656281,11/07/2021,no,671,4.189,Banking,3.95379171,2691.95,22551,48455
656296,17/07/2021,no,-769,3.045,Digital,1.885,6830.75,41606,327876
656316,11/08/2021,no,112,1.833,Digital,10.48778128,3586.23,13146,129104
656406,14/04/2021,no,1111,5.961,Banking,2.75,1450.59,17295,69628
656549,07/05/2021,no,61,2.822,Banking,2.55,7704,43489,369792
656648,20/04/2021,no,264,7.92,Digital,4,957.58,15168,45963
656742,30/04/2021,no,0,2.71,Digital,13.56821298,2868.16,15544,103253
656828,27/05/2021,no,-165,4.493,Digital,2.55,2228.96,20030,106990
656907,08/07/2021,no,0,4.888,Banking,8.827131573,122.13,1194,2198
657119,13/08/2021,no,67,14.802,Digital,5,395.53,11709,18985
657283,21/05/2021,no,-224,10.009,Digital,1.425,654.95,13111,31437
657364,20/06/2021,no,0,2.563,Digital,2.5,9911.1,50814,475732
657534,20/05/2021,yes,-242,4.407,Banking,1.885,2527.91,22281,121339
657983,18/07/2021,no,-17,3.053,Digital,9.043396793,4816.52,29409,173394
658051,16/04/2021,no,302,5.535,Banking,1.585,1923.97,21298,92350
658159,17/04/2021,no,-196,3.806,Digital,1.965,3569.94,27176,171357
658161,07/07/2021,no,-2,1.956,Banking,13.33333639,1102.92,4315,19852
658176,20/06/2021,no,1173,2.018,Banking,8.78547122,6032.42,24350,108583
658185,06/02/2021,no,1145,4.07,Digital,14.97009097,490.22,3990,17647
658214,11/08/2021,no,750,15.707,Banking,1.585,356.05,11185,17090
658242,17/11/2021,no,1392,15.045,Digital,3.79,403.15,12131,19351
658364,19/11/2021,no,80,7.668,Digital,2.05,957.84,14690,45976
658581,05/06/2021,no,3231,5.506,Banking,5,1623.11,17874,77909
658646,20/06/2021,no,445,4.335,Digital,1.71,2578.95,22361,123789
658717,02/02/2021,no,523,3.187,Digital,12.25,3366.58,21460,161595
659369,11/07/2021,no,0,1.272,Banking,9.951422686,1023.94,2605,18430
659558,29/07/2021,no,59,3.731,Digital,7,4239.95,31636,203517
659689,05/02/2021,no,123,3.121,Banking,7.979966012,404.15,2523,7274
659869,29/07/2021,no,301,1.557,Banking,8.811143802,282.04,878,5076
659881,20/05/2021,no,855,3.997,Digital,3.125,2567.84,20528,123256
660277,08/07/2021,no,523,6.055,Digital,7,1315.13,15925,63126
660355,02/06/2021,no,1,4.308,Digital,2.933135028,1615.52,13918,58158
660483,04/07/2021,no,-492,3.222,Digital,2.711919724,3067.87,19768,147257
660524,20/11/2021,no,148,4.853,Banking,2.385634981,1643.73,15955,29587
660552,18/07/2021,no,1583,3.574,Digital,13.4199687,5332.88,38123,191983
660629,07/05/2021,no,905,3.428,Banking,1.353954274,3247.56,22264,58456
660641,05/02/2021,no,0,2.003,Digital,1.8,10059.6,40300,482860
660713,06/06/2021,no,926,5.858,Digital,1.97,1184.82,13881,56871
660797,08/07/2021,no,35,6.019,Banking,2.135,1291.03,15542,61969
660945,22/07/2021,no,292,6.428,Banking,1.5,1278.76,16439,61380
660989,21/05/2021,no,-35,6.233,Digital,1.54,1284.77,16017,61668
661057,17/06/2021,no,0,5.739,Digital,13,1363.32,15648,65439
661117,20/04/2021,no,4121,3.959,Digital,1.885,2944.66,23316,141343
661404,05/05/2021,no,243,3.099,Banking,5.166118123,8199.18,50821,147585
661428,12/06/2021,no,1291,6.602,Digital,2.05,1244.54,16432,59737
661458,29/07/2021,no,-749,4.271,Banking,14.12290895,715.36,6110,12876
661482,17/04/2021,no,1329,2.913,Digital,3.165,8237.24,47990,395387
661515,24/07/2021,no,-701,2.999,Digital,2.400556558,11028.57,66145,397028
661548,10/02/2021,no,2981,5.85,Banking,13.5,1506.64,17627,72318
661822,15/05/2021,no,-594,3.663,Banking,14.00352298,5156.75,37782,92821
661982,22/07/2021,no,0,1.809,Banking,12.67993931,9915.32,35877,178475
661983,10/07/2021,no,72,3.452,Digital,4.5,4051.27,27967,194460
662068,23/07/2021,no,651,1.635,Banking,8.96609247,9356.77,30597,168421
662329,02/02/2021,no,292,4.74,Digital,1.925,2142.15,20308,102823
662339,28/07/2021,no,659,38.516,Digital,1.585,139.02,10709,6672
662447,03/02/2021,no,320,3.162,Digital,12.5,3113.89,19690,149466
662593,12/08/2021,no,855,3.668,Digital,4.04,2727.67,20011,130928
663092,07/05/2021,no,1683,4.632,Digital,1.715,2404.1,22273,115396
663205,06/05/2021,no,243,34.342,Digital,3,153.24,10525,7355
663466,05/05/2021,no,0,3.632,Digital,1.742047356,276.13,2006,9940
663696,17/04/2021,no,398,3.277,Digital,1.885,8961.85,58735,430168
663744,06/05/2021,no,-244,2.992,Digital,2.875,8917.84,53367,428056
663775,19/11/2021,no,0,62.691,Banking,11.5,83.33,10448,3999
663783,06/08/2021,no,1939,8.489,Digital,11,783.26,13298,37596
663817,05/03/2021,no,588,3.669,Banking,1.547438865,3114.47,22856,56060
663831,10/07/2021,no,3,4.947,Banking,1.434572171,2083.56,20613,37504
663906,17/07/2021,no,291,4.028,Digital,4.105574814,196.52,1583,7074
663986,31/07/2021,yes,1110,4.958,Banking,2.31300492,464.98,4611,8369
664126,05/05/2021,no,390,3.123,Banking,1.335,6495.53,40568,311785
664285,18/07/2021,yes,-205,5.47,Banking,1.76,1902.87,20818,91337
664480,26/05/2021,no,54,2.535,Banking,5.700557144,139.84,709,2517
664577,21/05/2021,yes,-29,5.192,Digital,3,1623.76,16860,77940
664797,15/05/2021,no,1012,2.142,Banking,6.491066153,1544.69,6617,27804
664812,30/01/2021,no,44,4.448,Digital,14.23714905,1199.15,10668,43169
664860,03/02/2021,no,99,11.983,Digital,1.835,532.28,12757,25549
665158,11/05/2021,no,271,4.115,Banking,1.862050587,4797.88,39485,86361
665183,06/08/2021,no,632,1.605,Banking,2.060974665,6334.31,20332,114017
665480,31/07/2021,no,5350,9.303,Digital,8,749.83,13952,35991
665777,20/04/2021,no,3287,5.834,Digital,1.8,1330.92,15530,63884
665933,18/05/2021,no,23,4.281,Banking,11.36449528,2580.29,22092,46445
665997,02/02/2021,no,-301,5.2,Digital,5,1770.22,18409,84970
666128,26/05/2021,no,-556,8.188,Digital,11,836.76,13703,40164
666457,18/06/2021,no,594,1.547,Digital,9.086202557,335.75,1039,12087
666481,29/01/2021,no,671,4.168,Banking,11.35557997,1461.71,12184,26310
666512,28/05/2021,no,1624,3.286,Banking,1.614564609,4416.65,29028,79499
666616,01/06/2021,no,0,5.046,Digital,2.55,1972.34,19905,94672
666683,26/05/2021,yes,0,2.121,Banking,1.653590209,3559.81,15101,64076
666997,14/05/2021,no,315,1.803,Banking,6.926382133,3431.23,12370,61762
667014,07/04/2021,no,-210,3.947,Digital,11,4154.4,32795,199411
667158,06/06/2021,yes,-200,4.447,Digital,10.69038123,4475.16,39800,161105
667404,17/11/2021,no,1577,4.317,Digital,1.715,2543.91,21964,122107
667432,29/08/2021,no,841,1.821,Digital,1.522328249,606.67,2209,21840
667451,11/07/2021,no,174,3.03,Banking,1.5,9850.95,59688,472845
667474,15/05/2021,no,1078,3.519,Banking,8.5,4332.48,30493,207959
667643,10/07/2021,no,-315,3.811,Digital,3.5,3329.33,25375,159807
667691,28/01/2021,no,3064,2.206,Banking,9.755880238,995.03,4391,17910
667750,14/05/2021,no,-504,2.389,Digital,12.55046666,5057.96,24171,182086
667799,29/01/2021,no,854,2.59,Banking,1.835,9286.28,48111,445741
667917,29/01/2021,no,128,46.971,Banking,2.34,112.59,10577,5404
668011,04/08/2021,no,1063,1.569,Digital,3.355230455,2558.4,8027,92102
668064,09/05/2021,no,120,9.682,Digital,3.25,637.09,12336,30580
668207,08/05/2021,no,0,13.332,Digital,2.04,454.01,12106,21792
668215,30/05/2021,no,346,3.377,Digital,2.5,4275.32,28872,205215
668251,03/02/2021,no,517,3.071,Banking,10.65979721,4037.95,24799,72683
668365,12/05/2021,no,867,1.53,Banking,5.126670031,245.44,751,4417
669001,18/08/2021,no,-374,52.224,Digital,1.84,100.74,10522,4835
669159,29/05/2021,no,-235,3.527,Digital,12.5,5673.54,40019,272329
669243,21/08/2021,no,8097,1.796,Banking,11.02918387,300.63,1080,5411
669458,17/11/2021,no,0,4.529,Banking,14.19553481,5268.73,47729,94837
669783,05/08/2021,no,2552,7.348,Banking,1.8,987.53,14513,47401
669843,26/05/2021,no,96,3.005,Digital,12.335,9359.15,56253,449239
669892,08/05/2021,no,586,3.602,Digital,7.04,7038.85,50706,337864
670022,20/11/2021,no,673,2.127,Banking,9.729168152,3923.54,16687,70623
670130,02/06/2021,no,1475,1.893,Banking,3.113984207,1549.43,5865,27889
670186,06/05/2021,no,380,13.524,Digital,12.33,423.69,11460,20337
670493,15/04/2021,no,1178,8.223,Digital,1.84,850.51,13988,40824
670703,11/05/2021,no,875,2.095,Digital,11.98002253,1305.48,5471,46997
670985,27/05/2021,no,-1547,4.001,Digital,10.06608493,2397.24,19183,86300
671082,23/05/2021,no,1516,26.526,Digital,1.8,206.78,10970,9925
671196,07/07/2021,no,1,4.816,Banking,6.549730016,7037.69,67794,126678
671234,04/05/2021,no,3317,2.118,Banking,2.121633361,4933.4,20902,88801
671382,30/04/2021,no,0,3.538,Digital,6.212861033,4815.22,34070,173347
671509,21/05/2021,no,1624,4.223,Banking,2.04,3145.39,26567,150978
671682,25/07/2021,no,1523,2.541,Digital,5,5676.73,28847,272483
671938,17/06/2021,no,431,3.167,Digital,14.41014433,4971.81,31494,178985
672097,25/07/2021,no,144,3.6,Banking,1.54,3441.61,24778,165197
672129,28/05/2021,no,-454,6.929,Banking,3.75,966.96,13401,46414
672499,22/07/2021,no,189,2.405,Banking,3.525966782,1292.89,6220,23272
672526,07/05/2021,no,0,2.821,Digital,1.76,5077.47,28644,243718
672739,29/01/2021,no,-284,2.439,Digital,7.733174819,11283.79,55034,406216
673094,13/05/2021,no,68,31.861,Banking,3.733390158,168.75,10753,8100
673323,27/06/2021,no,7,2.982,Digital,2.005,8655.74,51625,415475
673397,02/02/2021,no,0,3.855,Digital,11.62972642,4464.51,34423,160722
673641,17/07/2021,no,4909,21.337,Banking,4,253.17,10804,12152
673654,21/11/2021,no,587,4.581,Digital,1.335,4460.63,40872,214110
673735,19/05/2021,no,170,7.219,Banking,11.5,1043.87,15071,50105
673913,08/07/2021,no,3554,4.606,Banking,1.665,2990.82,27553,143559
673952,28/05/2021,no,-659,2.327,Digital,3.375,8668.83,40341,416103
673955,14/05/2021,no,592,3.647,Banking,10.09580812,3327.12,24271,59888
673972,01/07/2021,no,0,2.307,Banking,6.886930358,4647.74,21442,83659
674080,17/04/2021,no,1796,4.046,Digital,2.55,2060.27,16671,98892
674234,29/08/2021,no,251,8.448,Digital,1.965,855.24,14450,41051
674246,26/08/2021,no,31,3.913,Banking,1.84,3490.61,27317,167549
674320,18/11/2021,no,3899,4.104,Banking,3.5,3375.4,27707,162019
674509,17/10/2021,no,555,1.788,Digital,4.121381278,257.88,922,9283
674576,13/07/2021,yes,160,3.386,Banking,8.204035723,9392.91,63604,169072
674603,28/07/2021,no,5,4.617,Banking,14.2169615,2453.9,22657,44170
675077,03/02/2021,no,546,5.189,Digital,9,1764.8,18316,84710
675154,23/05/2021,no,1495,3.971,Digital,5.125,3820.17,30342,183368
675242,29/05/2021,no,451,23.379,Digital,2.3,229.63,10737,11022
675298,29/07/2021,no,4,4.204,Digital,4,3393.44,28532,162885
675310,25/07/2021,no,252,94.659,Digital,9.75,54.2,10261,2601
675359,17/04/2021,no,580,3.989,Digital,5,3974.9,31715,190795
675910,06/02/2021,no,-369,5.453,Digital,10.75,1421.64,15503,68238
